positive,One year ago @SenSanders announced his run for presidency  thank you for giving us hope Bernie #Still Sanders #Bernie O rBust #Bernie Sanders
positive,"My vote is #StillSanders because when @HillaryClinton believed I shouldn't be able to get married, @BernieSanders was my ally."
positive,We're feeling feisty this morning. People are hearing Bernie's message. #FeelTheBern #Bernie2016 #BernieSanders #bernie
positive,One of the realist speeches coming out of D.C/US government #FeelTheBern #BernieSanders
positive,#BernieSanders CANT LOSE He carries 70% of the independent vote& nearly 50% of Democratic vote
positive,"Of 2016 candidates, only Bernie Sanders earns positive marks from young voters; 54% saying they view him favorably"
positive,Proudly stood against what the media told me was possible to support #BernieSanders bc we the people know. Let's go America! #StillSanders
positive,#StillSanders because his message and what he has stood for has stayed consistent for decades!
positive,I'm with Bernie probably longer than Bernie is with Bernie #truth #NoHillary #NeverHillary #IndictHillary #NeverTrump #BernieOrBust
positive,Nothing has changed my mind. @BernieSanders is the best choice for President. I don't even care that he sold fake plutonium to Libyans.
positive,Integrity is doing the right thing... Even when no one is watching...@BernieSanders - circa 1991#StillSanders
positive,One year ago @SenSanders announced his run for presidency  thank you for giving us hope Bernie #StillSanders #BernieOrBust #BernieSanders
positive,"So energized right now. Powerful words by #BernieSanders tonight. I can't get over the phrase ""moral economy."" I want that in my lifetime."
positive,What a phenomenal speaker! #feelthebern #berniesanders #feelthebern2016 #bernie #bernie2016 https://www.instagram.com/p/BE7Aoqqhx5J/ 
positive,Why #BernieSanders is the best candidate! #FeelTheBern #BernieForPresident2016 #ImWithHer #HillNo #Hillary
positive,We're with the guy in the crowd. We are with #BernieSanders
positive,Exactly my thoughts glad I lived long enough to witness #BernieSanders and the people that support him!
positive,#BernieSanders is the #CaptainAmerica we need. His super strength is in his character and commitment to saving the world a different way.
positive,"The people who know #Bernie the best, love him the most. That says a lot! #FeelTheBern #INPrimary #BernieSanders"
positive,Hyped to go vote for my main man #BernieSanders in the IN primary election tomorrow b4 work! I'll be hiding my #Bernie gear under my jacket!
positive,I believe under a #berniesanders admin we'll have the fair govt we need to ban #GMOs & #Glyphosate & #Monsanto. YES!
positive,Moral leadership is 1 of reasons millions of Americans want Bernie Sanders in White House Bernie--for ALL The People
positive,"#BernieSanders represents ""ideas who time have come, & there is nothing so powerful!"" rt"
positive,Bernie Sanders is da man.  #feelthebern #berniesanders‚Ä¶ https://www.instagram.com/p/BE7YWn_MkZmSFPx8xYAGZtqUNn-A7xi-YSOzoQ0/ ‚Ä¶
positive,#lastword i love it.. #BernieSanders is fighting to the end... i have more faith in his movement than either party
positive,Ppl you are so damn lucky that a man like #BernieSanders gives a damn & wants to fight for you to have the best. Why wouldn't you want that?
positive,"#BernieSanders changing the game for the future because as you can clearly see this isn't your ""normal"" election year. System gotta change"
positive,I'm riding with #BernieSanders~!!!~ http://fb.me/325pMXLj4 
positive,Corruption at polls & big $ media lies can't stop the revolution. We want #BernieSanders @SenSanders @BernieSanders
positive,We are so feeling the burn in Northern California every family up here loves Bernie Sanders we cannot wait to vote
positive,@DannyEFreeman @TheresaSchroe14 @BernieSanders Beautiful!!! BERNIE IS Simply THE BEST‚òÜ‚òÜ‚òÜ
positive,Went to the Bernie Sanders rally today. Amazing
positive,There's little denying #BernieSanders' appeal with young voters & #HillaryClinton wants to get in on the action too.
positive,#BillClinton blames NA poverty on lack of gambling. Please vote #BernieSanders
positive,Pls don't vote for war! Pls don't vote for Hillary! Pls give PEACE a chance & vote for #BernieSanders
positive,#BernieSanders CANT LOSE He carries 70% of the independent vote& nearly 50% of Democratic vote
positive,Proudly stood against what the media told me was possible to support #BernieSanders bc we the people know. Let's go America! #StillSanders
positive,#WhatTheyDontWantUsToKnow is that #BernieSanders is not scared to go up against the criminal justice system
positive,"There are many reasons why we support #BernieSanders & not willing to vote for @HillaryClinton, here's a few reasons"
positive,#Bernie will never give up trying to bring democracy back to the people. I'll never give up on #BernieSanders
positive,"Backing #BernieSanders: ""I believe in sports Hail Marys, why not political Hail Marys?"" - Charles Calvin of Laf"
positive,"Hey, ever notice how the only major candidate who doesn't have multiple criminal investigations on them is #BernieSanders? #ExitPollGate"
positive,#Oregon Loves #BernieSanders  We Want A Future To Believe In  #HillNo#DropOutHillary
positive,"Indiana Tells #BernieSanders to Stay in the Race, and Keep Talking About Trade http://www.thenation.com/article/indiana-tells-bernie-sanders-to-stay-in-the-race-and-keep-talking-about-trade/ ‚Ä¶ #DropOutHillary #NeverHillary"
positive,#DropOutHillary #StillSanders #BernieOrBust #BernieSanders #FeelTheBern #NeverHillary
positive,WHO IS YOUR CHOICE? #BernieSanders is winning this poll! - Poll Results http://www.poll-maker.com/results678286xD2eC1Ecb-28?s=res ‚Ä¶ #pollmaker
positive,I absolutely love seeing all the support for #BernieSanders tonight. #FeelTheBern #DropOutHillary
positive,#dropouthillary because it's time we elected an honest president with the balls to work for the people! #BernieSanders #BernieSanders
positive,#BernieSanders #Fights On for ‚Äòthe #Strongest #Progressive #Agenda That Any Political Party Has Ever Seen‚Äô
positive,I just want Bernie to win so bad #BernieSanders #vote #Bernie
positive,#BernieSanders don't take all that bullying from #HillaryClinton Go #3rdParty my man! #PresidentialElection
positive,Bernie Sanders has always supported the struggle. Always. ALWAYS! #FeelTheBern #BernieSanders
positive,#FeelTheBern to PHILADELPHIA! Join #BernieSanders  #PoliticalRevolution for a #MoralEconomy
positive,"Don't let them convince you otherwise, #BernieSanders can and will win this. #ComeOnAmerica #WereNotThatStupid"
positive,Our Democracy Needs #BernieSanders! We are Turning into an Oligarchy! Clinton Perpetuates this by Taking Money from 1%! #DropOutHillary
positive,"Don't listen to them, #BernieSanders can win this. #FeeltheBern"
positive,I love you #berniesanders !  #ily #feelthebern
positive,Keep on fighting for us #BernieSanders
positive,Sanders all the way #DropOutHillary @SenSanders @BernieSanders @HillaryClinton #Sanders #BernieSanders
positive,#BernieSanders is the #best #choice for #America. #CommonSense #Truth https://www.the-newshub.com/us-politics/final-exam-economics-teacher-explains-why-bernie-sanders-is-the-best-choice-for-america ‚Ä¶
positive,With #BernieSandersforPresident2016 we will rebuild America's infrastructure #Bernie #BernieSanders #GoBernie
positive,This is why we love #BernieSanders! He gives more than he's ever taken. How many politicians can you say that about?
negative,Right now: #BernieSanders is paying back the stooge $ he got from Rove. What a joke he's become. #BerniesBadEnd #FeelTheFraud #ByeByeBernie
negative,@maddow @BernieSanders there is no path to victory he CANNOT win! Stop hurting the @DNC #BernieSanders is a sore loser!
negative,@xdelmar59 They are getting nastier & nastier! #BernieSanders is as evil as #DonaldTrump @HillaryClinton we have to stop him . #ImWithHer
negative,i can think of lots of things i might do with #$27 but donating 2 #berniesanders isnt one of them #neverdemocrat  #voteGOP  #berninhell
negative,"#BernieSanders true color showing, he's knew the rules and he also knows he's not a democrat. Sore loser Bernie, shut your mouth! Egomaniac"
negative,"#JeffWeaver, mouthpiece for #BernieSanders, on #MSNBC continues the fraud of #Bernie can make it if they change the system and ignore voters"
negative,"Did #BernieSanders say something wrong today, aside from his every idea?"
negative,#BernieSanders has had a great run. But he really needs to drop out and endorse #HillaryClinton. It's going to hurt the party. Be an adult.
negative,#Hillary could have easily eviscerated #BernieSanders long ago. Who's running the positive campaign on the issues? #FeelTheFraud
negative,@BlueNationRev @GoddessKerriLyn It's not cute anymore! Cut it out #BernieSanders! You're dipping into the crazy pool
negative,I‚Äôm at a point where I flat-out dislike #BernieSanders. And I never let politics get personal be his nonsense offends me.
negative,Right now: #BernieSanders is paying back the stooge $ he got from Rove. What a joke he's become. #BerniesBadEnd #FeelTheFraud #ByeByeBernie
negative,".@maddow The more I see of #BernieSanders, the less I like him."
negative,@cp2austin @WalczakLinda9 I was laying off #BernieSanders but he's now verging on being obnoxious
negative,"@sensanders sorry, Bernie. I no longer believe u that ur running 4 a real change. U haven‚Äôt helped other candidates 2 b elected. #soreloser"
negative,"@addisoncgainous @obbiecole Sanders is so far behind that he's a joke. His ""argument"" is that somehow the biggest loser should win?"
negative,"Its getting pathetic Broke and fading, Bernie Sanders resorts to mathematically impossible convention threat"
negative,"If Bernie Sanders doesn't take his ""tales from the crypt"" self to back to Vermont, I'm going to push his wheelchair there myself. #msnbc"
negative,@bklynang56 @maddow yep Sanders is totally delusional
negative,My respect for #Bernie is quickly fading. Time to move on senator. You're fighting a losing battle n being a jerk!
negative,Bernie Sanders looks like a freshman philosophy professor whose office hours are fuck you
negative,"Obama to #BernieSanders: ""Im hurt that you have been distancing yourself a little from me. Thats not something you do to your comrade"" #WHCD"
negative,Bernie Sanders looks like a neighbour who would give you unsolicited gardening advice just because he‚Äôs lonely since his wife passed away.
negative,@BernieSanders Won't be missed by me
negative,"Silly BernBots! Does it ""Bern"" knowing #BernieSanders wife & kid got $140K of YOUR ""$27 each"" redistributed wealth!"
negative,.@BernieSanders prioritized gun manufacturers' rights over the parents of the children killed at Sandy Hook.
negative,"@BernieSanders Yeah she had such a good heart, especially when it came to the drug war. Lock em all up, how compassionate! ""Just say no"""
negative,"@BernieSanders don‚Äôt wish death on anyone, but she did start the war on drugs. Incarcerating millions and putting power in gangs."
negative,Bernie looks like the guy in disaster movies who knows whats coming but no one listens to cause his hair bad and he keep dropping his papers
negative,How sad that these people don't get it. #BernieSanders is done. His career is literally over. He did that.
negative,#BernieSanders is just standing in the way of the important fight against Trump's GOP. #DropOutBernie
negative,Why is Bernie Sanders still here?
negative,Even the real #SocialistParty #USA doesn't want #BernieSanders so #DropOutBernie before you hand election to #Trump
negative,#ImWithHer #HillaryClinton #BernieSanders #FeelTheBern #UniteBlue #DropOutBernie #ShesWithUs @JustAnotherRich
negative,#BernieSanders and #berniesanders supporters are dreamers lol #shade #democrats #donlemon
negative,"SHAME ON YOU #BERNIESANDERS This is a complete Ponzi scheme, YOU LOST #FeelTheMath #ImWithHer #DropOutBernie"
negative,It's time for #BernieSanders to get out of the way so #HillaryClinton can focus on beating Trump. #DropOutBernie
negative,Bernie is like a bad break up where he refuses to come to terms that he was dropped like a hot tamale so he is stalking now #DropOutBernie
negative,SANDERS FOLKS HAVE A BAD CASE OF DENIAL LIKE THEIR BOSS. #imwither #FeelTheBern #DropOutBernie #HillaryClinton #BernieSanders #BernieOrBust
negative,"GIVE IT UP, BERNIE. YOU'RE BEATING A DEAD HORSE NOW. AND YOU'RE HURTING THE PARTY."
negative,I aint votin 4 Bernie. Ain't no way in hell that muhfucka takin 90% of my paycheck. Yall niggas trippin #NiggasAgainstBernie #BernieSanders
negative,"#DropOutBernie @SenSanders Lose like a real man, not some whiny baby with his hand out. #ImWithHer"
negative,Bernie is even alienating his own supporters. He only cares about himself! Wake up! #DropOutBernie
negative,"#DropOutBernie it was cute for a while, now ur acting like the annoying grandfather refusing 2 let anyone change the channel #DropOutHillary"
negative,"Ha! Poor Bernie. Fake New Yorker. Fake Socialist. Bye, bye, Bernie!"
negative,How do we know that #BernieSanders Revolution is to powerful to ignore? They tried to shut us down! #BernieBlackout
negative,"I can‚Äôt wait to see how these vulgar, cursing, child ‚Äúdreamers,‚Äù and #BernieSanders supporters, end up as adults"
negative,"BREAKING: Investigation finds #BernieSanders campaign DID steal data, Hillary's did not; Bernie dropped bogus suit."
negative,#BernieSanders sending his media-challenged wife to do his dirty work is an all time low-even for him. #ImWithHer
negative,"How dare #BernieSanders layoff his workers, what is he the CEO of a corporation now?"
negative,Has #BernieSanders ever admitted a mistake in this election? Honestly wondering if I missed something. Maybe he's not that good
negative,Did #Bernie supporters wake up one day & say...Hmmm...Today I think im gonna try to f*ck up the Establishment. Starting with Democrats?
negative,"truly believe #WhichHillary is actually two-headed like that meme, just like she is 2-faced to Americans just like #Bernie"
negative,"From @bfp_news, #Bernie's hometown paper. ""#Sanders must stand down for the good of the causes he supports."""
negative,"#Bernie if u needed #Superdelegates help, you probably should've raised money 4 them, not bad mouthed Dem establishment, or sued the DNC"
positive,RT @ServandoSandovO: #DropOutHillary Public Policy Polling survey this week shows @BernieSanders up by 8 points in #WestVirginia 
positive,RT @inartic: #BernieSanders #StillSanders #FeelTheBern #NJPrimary #CAPrimary #ORPrimary #NMPrimary #Bernie2016 #DropOutHillary https://t.coÖ
positive,"@Pitt4Hillary: This Hillary supporter mocks using supposed #LoveAndKindness to  @BernieSanders supporters. 
?? https://t.co/hwdKdSzBqH"
positive,"RT @maisymalice: ""It's better to show up than to give up."" - @BernieSanders #Bernie2016 Reason19084"
positive,"Great idea, Celina.Bernie needs to make East LA 1st in-person CA stop to say Thank You"
positive,RT @inartic: #BernieSanders #StillSanders #FeelTheBern #NJPrimary #CAPrimary #ORPrimary #NMPrimary #Bernie2016 #DropOutHillary https://t.coÖ
positive,RT @VanSulli: #DropOutHillary #VoterSuppression #NeverHillary #CrookedHillary #HillaryClinton #BernieSanders #WVPrimary #CAPrimary https://Ö
positive,"RT @maisymalice: ""Enough is enough!"" - @BernieSanders #Bernie2016 Reason22691"
positive,@daniellariosa @Ed_Samaniego @BernieSanders @realDonaldTrump @HillaryClinton YOU HAVE TO GO BACK
positive,"RT @iammrvandy: @BernieSanders is not just about this election, he's about the future!!"
positive,#FeelTheBern https://t.co/F73oH8QRct
positive,"@BernieSanders Bernie, congratulations on Indiana.  Stay in the race, or I'll write your name in anyway!!"
negative,RT @BobbyTBD: Keep donating to @BernieSanders. He loves taking from low-income college kids playing on their false hope #ImWithHer https://Ö
negative,RT @CA_Lady: .@ABC7 who had the money to make and store a giant #BernieSanders puppet. Oh yeah affluent mostly white students who he promisÖ
positive,RT @Senatorfort: Thrilled to be @BernieSanders delegate to Dem Convention!!!! #FeelTheBern
positive,"RT @maisymalice: ""When we stand together, there is nothing we cannot accomplish"" -@BernieSanders #BernieOrBust Reason49059"
positive,RT @maisymalice: .@BernieSanders fights for America's small and mid-sized farms #StillSanders Reason97709
positive,"RT @BernieSanders: Trump must be stopped, and we're the best campaign to beat him. I am... https://t.co/abeXtwSdov via @BernieTeachers"
negative,@moviedream @YouTube Poor girl wasting her god given talents on a failed candidate like @BernieSanders. What a shame
positive,RT @maisymalice: .@BernieSanders stands with Native Americans in their opposition to the Keystone XL Pipeline #BernieOrBust Reason48665
positive,Feelin it! @JinniMay #FeelTheBern #StopHillary #FeelTheBern #Bernie #VivaBernie https://t.co/cOJ8Sysk31 May 23 toÖ https://t.co/HIYtU9SCkO
positive,Pretty sure you just did. #DropOutHillary #Hillaryclinton #Hillary #Electionfraud #Votersupression #Berniesanders https://t.co/1pVUebEsCz
positive,"RT @PoliticalAnt: @BernieSanders is right about corruption in the Dem Party,but he didn't condemn all Democrats.  https://t.co/O91sYnbu59 #Ö"
positive,RT @AndrewMichael_M: @BernieSanders is the greatest political opposition to corruption &amp; oppression in modern history. 
positive,#DropOutHillary
positive,"RT @maisymalice: ""We owe more to Native Americans than we could every repay them"" - @BernieSanders #BernieOrBust Reason94829"
positive,"RT @maisymalice: .@BernieSanders believes in a future for our kids where equality exists for all, not just the wealthy #FeelTheBern Reason3Ö"
positive,RT @kakakakaitie: Yesterday my friend and I met @tedcruz while I was wearing a @BernieSanders shirt and she was openly breastfeeding. httpsÖ
positive,#FeelTheBern 
positive,#BernieSanders 
positive,#BernieOrBust
positive,"RT @maisymalice: ""I believe in a society where all people do well.Not just a handful of billionaires"" - @BernieSanders #FeelTheBern Reason2Ö"
positive,"RT @maisymalice: ""Enough is enough!"" - @BernieSanders #Bernie2016 Reason63094"
positive,I'd bet on #BernieSanders being our next #POTUS 
positive,#Bernie2016 
positive,RT @maisymalice: .@BernieSanders has received a 100 percent score from Defenders of Wildlife #NotMeUs Reason24254
negative,.@ABC7 who had the money to make and store a giant #BernieSanders puppet. Oh yeah affluent mostly white students who he promises $1t!
positive,"RT @maisymalice: .@BernieSanders believes in a future for our kids where equality exists for all, not just the wealthy #FeelTheBern Reason3Ö"
positive,@SenWarren MUST READ: https://t.co/9T60SYid90 #FeelTheBern #BernieSanders #BernieOrBust #Bernie2016 https://t.co/DyYM0slab4
positive,RT @tates5a: 'PHONE THE BERN! Let's call #Guam TONIGHT! Call voters for @BernieSanders! Start NOW: https://t.co/QPwDgtaSLW https://t.co/Ut4Ö
positive,RT @GerrishLisa: Love that #DropOutHillary has been trending nonstop on Twitter for 2 days! @BernieSanders @HillaryClinton @DWStweets httpsÖ
negative,@KawaiiAlphaMale @the_fire_berns @BernieSanders @TheDemocrats you'll be blocked then kid.
negative,RT @BobbyTBD: Keep donating to @BernieSanders. He loves taking from low-income college kids playing on their false hope #ImWithHer https://Ö
positive,Vote @BernieSanders because Hillary is bullshit. https://t.co/wwAirud1C8
positive,RT @GottaLaff: #BernieSanders will be on the @maddow show tomorrow (Friday). #NotMeUs #StillSanders
positive,"RT @CNNOpinion: Don't drop out, @BernieSanders. Show #Clinton how to dismantle a plutocrat. @PaulBegala https://t.co/6XWS0oboOy https://t.cÖ"
positive,"@BernieSanders ""The best way for my supporters to do this is to help elect the Republican."" Tell them to support the Dem, Bernie!"
positive,RT @LittleTrinity: #WeLoveYouBernie #FeelTheBern #California #Oregon #NewMexico #NewJersey #BernieorBust #BernieSanders #DropOutHillary httÖ
positive,RT @abc7elex: Protestors outside @HillaryClinton rally at East LA College. Many are @BernieSanders backers. https://t.co/46Fh0OvSC7
positive,RT @YoungPPL4Bernie: @abc7elex @MsCillaMarie @HillaryClinton @BernieSanders I dont see any Connection Bernie. Maybe they are #NeverHillaryÖ
positive,RT @Bob4Bernie: #BernieSanders voters are not asking for a handout. We are asking for a refund. Time to end #Socialism for the rich. https:Ö
positive,RT @Bohemianmoon: #DropOutHillary #Hillaryclinton #Hillary #Imwithher #latinos #Latinas #Latinx #Socialjustice #Berniesanders #Bernie httpsÖ
positive,RT @maisymalice: .@BernieSanders voted NO on speeding up approval of forest thinning projects #StillSanders Reason90288
positive,#BernieSanders #FeelTheBern https://t.co/gESOeSgXaH
positive,@BernieSanders MUST READ: https://t.co/9T60SYid90 #FeelTheBern #BernieSanders #BernieOrBust #Bernie2016 https://t.co/SH7gMwnpDu
positive,RT @jeffkessock: Like a boss! @BernieSanders has an incredible first lady in waiting!
positive,RT @Dodo__boBo: https://t.co/oW9pFmrWjd #wvprimary #caprimary #BernieSanders #orprimary #kyprimary #gucaucus guam bernie
positive,"RT @maisymalice: ""I have helped lead the fight against the Keystone pipeline"" - @BernieSanders #BernieOrBust Reason64253"
positive,"RT @SqueakBaxter: ""When people stand together there is nothing that cannot be accomplished"""
positive,#Movement4Bernie 
negative,I hate that Bernie Sanders lies so much
